City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Accuracy Score,Continent,Subdivision,latitude,longitude,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road %,Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Hamburg,Germany,"1,873,971",Balanced,Best Area,88.2,1.4,99%,101%,89.6,-2.4,83,EU,,53.55,10.00,117,750,0.431,686,0.35,64,0.032,703,0.359,0.147,0.112,1962,13376,5604,18886,0.4,12.1,9.0,7.6,50,
Hamburg,Germany,"1,873,971",Destination,City Wide,80.8,8.7,99%,100%,90.0,-0.9,83,EU,,53.55,10.00,74,436,0.428,402,0.34,34,0.029,407,0.344,0.149,0.138,1182,7590,3030,10682,0.4,9.7,7.6,6.2,34,
Hamburg,Germany,"1,873,971",Destination,Best Area,89.5,0.9,99%,101%,90.4,-2.4,83,EU,,53.55,10.00,115,746,0.432,681,0.352,65,0.034,693,0.358,0.149,0.108,1936,13565,5684,19143,0.4,11.8,8.9,7.5,48,
City of London,UK,"34,068",Infrastructure,City Wide,79.7,1.4,92%,108%,81.3,-13.9,90,EU,Yes,51.52,-0.09,72,372,0.224,305,0.177,66,0.039,1194,0.693,0.053,0.039,1722,31058,13433,40346,0.3,8.5,6.9,6.1,11,
City of London,UK,"34,068",Infrastructure,Best Area,81.1,0.2,92%,107%,81.3,-13.5,90,EU,Yes,51.52,-0.09,82,410,0.22,337,0.173,73,0.037,1343,0.69,0.058,0.041,1946,33152,14564,43160,0.3,9.2,7.4,6.7,9,
City of London,UK,"34,068",Balanced,City Wide,86.9,1.2,92%,108%,88.3,-13.9,90,EU,Yes,51.52,-0.09,72,371,0.224,304,0.177,67,0.039,1196,0.694,0.052,0.038,1723,31121,13485,40435,0.3,8.5,6.8,6.1,25,
City of London,UK,"34,068",Balanced,Best Area,88.1,0.2,92%,107%,88.3,-13.5,90,EU,Yes,51.52,-0.09,82,410,0.22,337,0.173,73,0.037,1343,0.69,0.058,0.041,1946,33152,14564,43160,0.3,9.2,7.4,6.7,23,
City of London,UK,"34,068",Destination,City Wide,93.6,1.0,92%,108%,94.8,-13.9,90,EU,Yes,51.52,-0.09,72,371,0.224,304,0.177,67,0.039,1196,0.694,0.052,0.038,1723,31121,13485,40435,0.3,8.5,6.8,6.1,34,
City of London,UK,"34,068",Destination,Best Area,94.6,0.2,92%,107%,94.8,-13.5,90,EU,Yes,51.52,-0.09,82,410,0.22,337,0.173,73,0.037,1343,0.69,0.058,0.041,1946,33152,14564,43160,0.3,9.2,7.4,6.7,33,
Munich,Germany,1669590,Infrastructure,City Wide,84.3,2.5,98%,102%,86.9,-3.1,92,EU,,48.14,11.58,99,604,0.384,583,0.314,20,0.011,726,0.39,0.13,0.155,1858,11977,3879,16324,0.3,9.7,8.5,7.3,-10,0
Munich,Germany,1669590,Infrastructure,Best Area,86.8,0.9,99%,101%,87.7,-2.2,92,EU,,48.14,11.58,122,703,0.375,679,0.301,24,0.011,869,0.385,0.133,0.169,2254,13471,4354,18377,0.3,10.6,9.6,8.6,-12,0
Munich,Germany,1669590,Balanced,City Wide,85.8,2.0,98%,102%,87.9,-3.1,92,EU,,48.14,11.58,99,603,0.385,582,0.314,20,0.011,723,0.39,0.13,0.154,1852,12039,3892,16397,0.3,9.7,8.5,7.3,-4,4
Munich,Germany,1669590,Balanced,Best Area,87.8,0.6,99%,101%,88.4,-2.2,92,EU,,48.14,11.58,121,702,0.376,678,0.302,24,0.011,866,0.386,0.133,0.169,2246,13553,4391,18492,0.3,10.6,9.6,8.5,-6,4
Munich,Germany,1669590,Destination,City Wide,87.4,1.6,98%,102%,89.1,-3.1,92,EU,,48.14,11.58,99,604,0.385,584,0.314,21,0.011,722,0.389,0.131,0.154,1856,12031,3869,16376,0.3,9.7,8.5,7.4,-4,5
Munich,Germany,1669590,Destination,Best Area,89.0,0.3,99%,101%,89.3,-2.2,92,EU,,48.14,11.58,117,691,0.374,667,0.301,24,0.011,866,0.391,0.131,0.166,2213,13899,4552,18970,0.3,10.4,9.1,8.0,-8,3
Minneapolis,MN,"426,845",Infrastructure,City Wide,88.9,3.4,105%,94%,93.4,9.3,92,NA,,44.98,-93.27,199,924,0.33,750,0.219,173,0.051,867,0.254,0.295,0.182,3419,5350,2171,7271,1.7,13.5,12.6,11.5,38,17
Minneapolis,MN,"426,845",Infrastructure,Best Area,92.3,3.2,106%,94%,95.5,10.7,92,NA,,44.98,-93.27,245,1132,0.331,942,0.229,190,0.046,933,0.227,0.331,0.166,4105,6015,2237,8157,1.8,14.9,13.3,12.7,40,17
Minneapolis,MN,"426,845",Balanced,City Wide,84.4,2.7,105%,94%,87.8,9.3,92,NA,,44.98,-93.27,198,918,0.33,743,0.218,175,0.051,877,0.257,0.289,0.184,3410,5389,2180,7315,1.7,13.5,12.5,11.4,34,13
Minneapolis,MN,"426,845",Balanced,Best Area,87.1,2.7,106%,94%,89.8,10.7,92,NA,,44.98,-93.27,243,1118,0.329,924,0.226,194,0.047,958,0.234,0.323,0.169,4093,6079,2250,8234,1.8,14.9,13.3,12.6,32,13
Minneapolis,MN,"426,845",Destination,City Wide,79.6,2.0,105%,94%,82.0,9.3,92,NA,,44.98,-93.27,197,917,0.33,742,0.218,176,0.052,876,0.257,0.289,0.184,3404,5394,2182,7318,1.7,13.5,12.5,11.4,13,0
Minneapolis,MN,"426,845",Destination,Best Area,81.6,2.2,106%,94%,83.8,10.7,92,NA,,44.98,-93.27,238,1091,0.328,895,0.222,196,0.049,981,0.243,0.311,0.175,4030,6110,2264,8271,1.7,14.9,13.3,12.5,10,-3
Montreal,QC,"1,826,998",Infrastructure,City Wide,75.0,10.1,97%,103%,85.7,-4.8,88,NA,,45.50,-73.57,74,366,0.282,254,0.172,111,0.075,570,0.385,0.242,0.126,1480,8964,5176,13122,1.6,10.6,8.6,6.8,11,5
Montreal,QC,"1,826,998",Infrastructure,Best Area,85.1,1.9,98%,102%,87.0,-3.3,88,NA,,45.50,-73.57,141,672,0.272,461,0.167,211,0.076,997,0.361,0.29,0.106,2763,14205,7130,20601,1.6,12.9,11.7,10.8,26,13
Montreal,QC,"1,826,998",Balanced,City Wide,77.4,9.4,97%,103%,87.1,-4.8,88,NA,,45.50,-73.57,74,365,0.282,254,0.171,112,0.075,570,0.385,0.243,0.126,1481,8992,5179,13159,1.6,10.5,8.5,6.9,11,6
Montreal,QC,"1,826,998",Balanced,Best Area,86.8,1.3,98%,102%,88.1,-3.3,88,NA,,45.50,-73.57,141,670,0.271,459,0.166,211,0.077,1006,0.364,0.287,0.106,2762,14220,7134,20626,1.6,12.9,11.7,10.8,31,18
Montreal,QC,"1,826,998",Destination,City Wide,79.8,8.6,97%,103%,88.6,-4.8,88,NA,,45.50,-73.57,74,365,0.282,254,0.172,111,0.075,566,0.383,0.245,0.126,1479,8998,5178,13164,1.6,10.5,8.5,6.8,15,8
Montreal,QC,"1,826,998",Destination,Best Area,88.4,0.8,98%,102%,89.2,-3.3,88,NA,,45.50,-73.57,141,670,0.271,459,0.166,211,0.077,1006,0.364,0.287,0.106,2762,14220,7134,20626,1.6,12.9,11.7,10.8,28,17
Utrecht,Netherlands,"398,519",Infrastructure,City Wide,85.8,2.5,102%,98%,88.5,3.8,84,EU,,52.09,5.12,121,706,0.375,661,0.311,46,0.021,927,0.435,0.117,0.115,2128,6236,1692,8578,0.7,12.5,11.1,9.1,-8,-11
Utrecht,Netherlands,"398,519",Infrastructure,Best Area,88.3,1.6,103%,97%,89.9,4.7,84,EU,,52.09,5.12,144,825,0.379,773,0.309,52,0.021,1065,0.425,0.114,0.131,2504,6952,1789,9504,0.7,12.6,11.8,9.6,-8,-11
Utrecht,Netherlands,"398,519",Balanced,City Wide,83.9,2.1,102%,98%,86.1,3.8,84,EU,,52.09,5.12,121,706,0.375,661,0.31,45,0.021,927,0.435,0.117,0.115,2129,6230,1691,8571,0.7,12.5,11.1,9.1,-7,-10
Utrecht,Netherlands,"398,519",Balanced,Best Area,86.0,1.4,103%,97%,87.4,4.7,84,EU,,52.09,5.12,144,825,0.379,772,0.308,52,0.021,1067,0.426,0.114,0.131,2506,6962,1789,9517,0.7,12.6,11.8,9.6,-9,-11
Utrecht,Netherlands,"398,519",Destination,City Wide,82.0,1.6,102%,98%,83.7,3.8,84,EU,,52.09,5.12,121,706,0.375,660,0.31,46,0.021,926,0.435,0.118,0.115,2127,6228,1692,8570,0.7,12.5,11.2,9.1,-18,-15
Utrecht,Netherlands,"398,519",Destination,Best Area,83.6,1.2,103%,97%,84.8,4.7,84,EU,,52.09,5.12,144,825,0.379,772,0.308,52,0.021,1067,0.426,0.114,0.131,2506,6962,1789,9517,0.7,12.6,11.8,9.6,-25,-19
City of Melbourne (London),VIC,"189,381",Infrastructure,City Wide,80.2,3.8,96%,104%,84.6,-6.3,76,Other,Yes,-37.81,144.95,95,599,0.381,413,0.224,187,0.101,41,0.022,0.507,0.145,1840,12288,1856,17411,3.2,12.8,11.0,9.2,,
City of Melbourne (London),VIC,"189,381",Infrastructure,Best Area,84.0,1.8,98%,102%,85.8,-3.8,76,Other,Yes,-37.81,144.95,126,769,0.383,556,0.241,213,0.092,43,0.019,0.518,0.13,2306,13175,1931,18737,3.0,14.7,13.3,10.3,,
City of Melbourne (London),VIC,"189,381",Balanced,City Wide,83.4,2.5,96%,104%,86.4,-6.3,76,Other,Yes,-37.81,144.95,95,600,0.382,414,0.225,186,0.101,41,0.022,0.506,0.145,1839,12275,1855,17388,3.2,12.8,11.0,9.2,,
City of Melbourne (London),VIC,"189,381",Balanced,Best Area,85.9,1.2,98%,102%,87.1,-3.8,76,Other,Yes,-37.81,144.95,126,769,0.383,556,0.241,213,0.092,43,0.019,0.518,0.13,2306,13175,1931,18737,3.0,14.7,13.3,10.3,,
City of Melbourne (London),VIC,"189,381",Destination,City Wide,86.5,1.3,96%,104%,87.9,-6.3,76,Other,Yes,-37.81,144.95,95,600,0.382,414,0.225,186,0.101,41,0.022,0.506,0.145,1839,12275,1855,17388,3.2,12.8,11.0,9.2,,
City of Melbourne (London),VIC,"189,381",Destination,Best Area,87.8,0.7,98%,102%,88.5,-3.8,76,Other,Yes,-37.81,144.95,125,755,0.378,543,0.236,212,0.092,43,0.019,0.521,0.132,2301,13282,1950,18914,3.0,14.7,13.1,10.5,,
St. Paul,MN,"307,762",Infrastructure,City Wide,85.3,6.0,106%,94%,92.0,9.4,83,NA,,44.95,-93.09,162,744,0.333,618,0.229,126,0.047,642,0.238,0.316,0.17,2693,4091,1447,5498,1.6,14.0,12.7,10.7,69,
St. Paul,MN,"307,762",Infrastructure,Best Area,91.3,3.0,106%,94%,94.3,10.9,83,NA,,44.95,-93.09,235,1053,0.326,894,0.234,159,0.042,783,0.205,0.366,0.153,3814,5466,1797,7304,1.7,16.6,14.9,12.7,76,
St. Paul,MN,"307,762",Balanced,City Wide,80.6,5.3,106%,94%,86.7,9.4,83,NA,,44.95,-93.09,161,737,0.332,609,0.227,128,0.048,647,0.241,0.313,0.171,2682,4157,1510,5589,1.6,13.9,12.6,10.6,58,
St. Paul,MN,"307,762",Balanced,Best Area,85.9,3.0,106%,94%,88.9,10.9,83,NA,,44.95,-93.09,232,1042,0.324,876,0.229,167,0.044,822,0.215,0.353,0.159,3819,5599,1905,7493,1.7,16.4,14.6,12.5,68,
St. Paul,MN,"307,762",Destination,City Wide,75.9,4.5,106%,94%,80.6,9.4,83,NA,,44.95,-93.09,156,715,0.331,582,0.222,132,0.05,657,0.251,0.299,0.177,2618,4214,1599,5672,1.5,13.5,12.2,10.3,41,
St. Paul,MN,"307,762",Destination,Best Area,80.4,2.9,106%,94%,83.3,10.9,83,NA,,44.95,-93.09,225,1015,0.322,841,0.223,173,0.046,867,0.229,0.335,0.167,3777,5706,2007,7645,1.6,16.0,14.3,12.3,43,
Seoul,South Korea,"10,050,000",Infrastructure,City Wide,69.5,12.2,95%,104%,83.1,-6.5,36,Other,,37.57,126.98,48,235,0.323,232,0.303,3,0.004,31,0.041,0.601,0.052,766,7594,50,9555,2.8,10.5,9.0,7.1,,4
Seoul,South Korea,"10,050,000",Infrastructure,Best Area,81.7,7.2,95%,105%,88.9,-8.0,36,Other,,37.57,126.98,118,545,0.286,538,0.267,7,0.004,84,0.041,0.635,0.052,2012,19775,107,24683,3.3,16.1,14.2,12.6,,18
Seoul,South Korea,"10,050,000",Balanced,City Wide,72.8,13.0,95%,104%,87.1,-6.5,36,Other,,37.57,126.98,48,235,0.323,232,0.302,3,0.004,31,0.041,0.601,0.052,766,7612,50,9575,2.8,10.5,9.0,7.0,,2
Seoul,South Korea,"10,050,000",Balanced,Best Area,85.8,6.5,95%,105%,92.3,-8.0,36,Other,,37.57,126.98,118,545,0.285,538,0.266,7,0.004,84,0.042,0.636,0.052,2019,19867,107,24793,3.3,16.0,14.2,12.6,,24
Seoul,South Korea,"10,050,000",Destination,City Wide,76.0,13.7,95%,104%,91.2,-6.5,36,Other,,37.57,126.98,48,234,0.323,231,0.302,3,0.004,31,0.041,0.601,0.052,766,7638,50,9602,2.9,10.4,9.0,7.0,,2
Seoul,South Korea,"10,050,000",Destination,Best Area,89.7,5.9,95%,105%,95.6,-8.0,36,Other,,37.57,126.98,118,542,0.282,535,0.264,7,0.004,85,0.042,0.639,0.051,2028,20005,109,24960,3.3,16.0,14.1,12.5,,30
Islington (London),United Kingdom,"220,000",Infrastructure,City Wide,75.1,2.8,91%,108%,78.2,-14.4,95,EU,Yes,51.55,-0.10,49,252,0.224,212,0.18,41,0.034,831,0.708,0.035,0.042,1174,22427,10013,29308,0.3,6.1,5.5,4.8,-15,
Islington (London),United Kingdom,"220,000",Infrastructure,Best Area,77.9,0.3,91%,108%,78.2,-14.6,95,EU,Yes,51.55,-0.10,62,318,0.218,262,0.172,56,0.037,1078,0.707,0.043,0.041,1524,29364,12595,38064,0.3,7.1,6.6,5.3,-16,
Islington (London),United Kingdom,"220,000",Balanced,City Wide,82.6,2.9,91%,108%,85.7,-14.4,95,EU,Yes,51.55,-0.10,49,253,0.225,212,0.181,40,0.034,830,0.708,0.035,0.042,1173,22404,10006,29280,0.3,6.1,5.5,4.8,-2,
Islington (London),United Kingdom,"220,000",Balanced,Best Area,85.5,0.3,91%,108%,85.8,-14.6,95,EU,Yes,51.55,-0.10,62,318,0.218,262,0.172,56,0.037,1078,0.707,0.043,0.041,1524,29364,12595,38064,0.3,7.1,6.6,5.3,0,
Islington (London),United Kingdom,"220,000",Destination,City Wide,89.5,3.0,91%,108%,92.7,-14.4,95,EU,Yes,51.55,-0.10,49,252,0.225,211,0.181,41,0.035,828,0.708,0.035,0.042,1170,22509,10012,29402,0.3,6.1,5.5,4.7,11,
Islington (London),United Kingdom,"220,000",Destination,Best Area,92.5,0.3,91%,108%,92.8,-14.6,95,EU,Yes,51.55,-0.10,62,318,0.218,262,0.172,56,0.037,1078,0.707,0.043,0.041,1524,29364,12595,38064,0.3,7.1,6.6,5.3,13,
Hackney (London),UK,"267,000",Infrastructure,City Wide,77.0,1.7,92%,107%,79.1,-12.4,91,EU,Yes,51.55,-0.05,59,320,0.243,277,0.199,43,0.03,886,0.634,0.079,0.057,1396,20180,9282,26595,0.4,6.9,6.3,5.6,-16,
Hackney (London),UK,"267,000",Infrastructure,Best Area,78.7,1.1,92%,108%,79.8,-12.9,91,EU,Yes,51.55,-0.05,69,367,0.241,318,0.197,49,0.031,1010,0.626,0.089,0.058,1615,22581,10188,29707,0.4,7.5,7.1,6.5,-18,
Hackney (London),UK,"267,000",Balanced,City Wide,83.4,1.8,92%,107%,85.5,-12.4,91,EU,Yes,51.55,-0.05,59,320,0.243,277,0.199,43,0.03,886,0.634,0.079,0.057,1396,20180,9282,26595,0.4,6.9,6.3,5.6,-4,
Hackney (London),UK,"267,000",Balanced,Best Area,85.2,1.0,92%,108%,86.2,-12.9,91,EU,Yes,51.55,-0.05,67,360,0.241,309,0.196,51,0.032,1015,0.642,0.076,0.055,1581,24334,10780,31875,0.4,7.3,6.9,6.2,-5,
Hackney (London),UK,"267,000",Destination,City Wide,89.4,2.2,92%,107%,91.6,-12.4,91,EU,Yes,51.55,-0.05,60,322,0.244,280,0.199,43,0.03,885,0.631,0.082,0.058,1403,19970,9215,26339,0.4,6.9,6.4,5.7,6,
Hackney (London),UK,"267,000",Destination,Best Area,91.6,0.6,92%,108%,92.2,-12.9,91,EU,Yes,51.55,-0.05,63,342,0.237,292,0.192,51,0.033,1004,0.66,0.064,0.051,1521,25603,11143,33385,0.3,7.0,6.6,5.8,7,
Canberra,ACT,"488,368",Infrastructure,City Wide,86.6,6.4,109%,90%,93.2,15.2,86,Other,,-35.49,149.00,107,1534,0.646,1426,0.528,108,0.04,27,0.01,0.301,0.122,2703,2885,317,3983,2.5,13.0,7.2,5.2,98,65
Canberra,ACT,"488,368",Infrastructure,Best Area,93.0,0.4,109%,90%,93.4,16.3,86,Other,,-35.49,149.00,142,2017,0.637,1869,0.514,148,0.041,37,0.01,0.306,0.129,3634,3554,371,4938,2.5,13.6,10.2,8.4,105,70
Canberra,ACT,"488,368",Balanced,City Wide,79.4,5.8,109%,90%,85.3,15.2,86,Other,,-35.49,149.00,107,1534,0.646,1426,0.528,108,0.04,27,0.01,0.301,0.122,2703,2885,317,3984,2.5,13.0,7.1,5.2,80,56
Canberra,ACT,"488,368",Balanced,Best Area,85.2,0.3,109%,90%,85.5,16.3,86,Other,,-35.49,149.00,142,2017,0.637,1869,0.514,148,0.041,37,0.01,0.306,0.129,3634,3554,371,4938,2.5,13.6,10.2,8.4,91,61
Canberra,ACT,"488,368",Destination,City Wide,71.4,5.3,109%,90%,76.7,15.2,86,Other,,-35.49,149.00,107,1534,0.646,1426,0.527,108,0.04,27,0.01,0.301,0.122,2704,2884,317,3981,2.5,13.1,7.1,5.2,50,28
Canberra,ACT,"488,368",Destination,Best Area,76.7,0.2,109%,90%,76.9,16.3,86,Other,,-35.49,149.00,142,2017,0.637,1869,0.514,148,0.041,37,0.01,0.306,0.129,3634,3554,371,4938,2.5,13.6,10.2,8.4,45,25
Eindhoven,Netherlands,"246,848",Infrastructure,City Wide,90.2,1.0,107%,92%,91.2,12.3,81,EU,,51.44,5.48,171,903,0.388,852,0.285,52,0.017,1055,0.353,0.123,0.223,2991,4123,1190,5627,0.9,14.4,13.3,12.6,-1,
Eindhoven,Netherlands,"246,848",Infrastructure,Best Area,91.2,0.5,107%,92%,91.7,12.8,81,EU,,51.44,5.48,183,937,0.388,884,0.281,53,0.017,1083,0.344,0.126,0.232,3146,4224,1203,5767,0.9,15.1,13.6,13.0,-6,
Eindhoven,Netherlands,"246,848",Balanced,City Wide,84.3,0.7,107%,92%,85.0,12.3,81,EU,,51.44,5.48,171,903,0.388,852,0.285,52,0.017,1055,0.353,0.123,0.223,2991,4123,1190,5627,0.9,14.4,13.3,12.6,-9,
Eindhoven,Netherlands,"246,848",Balanced,Best Area,85.0,0.4,107%,92%,85.4,12.8,81,EU,,51.44,5.48,183,937,0.388,884,0.281,53,0.017,1083,0.344,0.126,0.232,3146,4224,1203,5767,0.9,15.1,13.6,13.0,-17,
Eindhoven,Netherlands,"246,848",Destination,City Wide,77.9,0.5,107%,92%,78.5,12.3,81,EU,,51.44,5.48,171,903,0.388,852,0.285,52,0.017,1055,0.353,0.123,0.223,2992,4122,1190,5626,0.9,14.4,13.3,12.6,-35,
Eindhoven,Netherlands,"246,848",Destination,Best Area,78.4,0.3,107%,92%,78.7,12.8,81,EU,,51.44,5.48,183,936,0.388,883,0.281,53,0.017,1083,0.345,0.126,0.23,3137,4234,1203,5778,0.9,15.1,13.6,13.0,-52,
Toulouse,France,"519,553",Infrastructure,City Wide,83.0,1.9,99%,101%,85.1,-1.3,92,EU,,43.60,1.44,101,561,0.333,470,0.246,91,0.048,742,0.388,0.199,0.12,1911,8764,2729,12413,0.7,14.4,11.7,7.8,-8,
Toulouse,France,"519,553",Infrastructure,Best Area,84.9,0.7,100%,100%,85.6,-0.2,92,EU,,43.60,1.44,116,612,0.325,517,0.24,95,0.044,809,0.375,0.215,0.127,2158,9111,2825,12889,0.8,17.9,13.8,8.2,-10,
Toulouse,France,"519,553",Balanced,City Wide,83.7,1.3,99%,101%,85.1,-1.3,92,EU,,43.60,1.44,101,561,0.333,470,0.246,91,0.048,742,0.388,0.199,0.12,1911,8764,2729,12413,0.7,14.4,11.7,7.8,-4,
Toulouse,France,"519,553",Balanced,Best Area,85.0,0.5,100%,100%,85.5,-0.2,92,EU,,43.60,1.44,116,612,0.325,517,0.24,95,0.044,809,0.375,0.215,0.127,2158,9111,2825,12889,0.8,17.9,13.8,8.2,-10,
Toulouse,France,"519,553",Destination,City Wide,84.3,0.8,99%,101%,85.1,-1.3,92,EU,,43.60,1.44,101,561,0.333,470,0.246,91,0.048,744,0.389,0.199,0.119,1913,8771,2732,12423,0.7,14.4,11.7,7.7,-8,
Toulouse,France,"519,553",Destination,Best Area,85.1,0.2,100%,100%,85.3,-0.2,92,EU,,43.60,1.44,116,611,0.325,517,0.24,95,0.044,809,0.375,0.214,0.127,2155,9110,2826,12887,0.8,18.0,13.8,8.0,-17,
Barcelona,Spain,"1,792,104",Infrastructure,City Wide,76.1,0.9,91%,108%,77.1,-14.4,82,EU,,41.38,2.18,61,309,0.238,306,0.212,3,0.002,591,0.409,0.274,0.103,1444,22569,3410,31453,0.6,8.8,6.9,5.6,-5,-12
Barcelona,Spain,"1,792,104",Infrastructure,Best Area,77.0,0.4,91%,108%,77.4,-14.0,82,EU,,41.38,2.18,67,326,0.236,324,0.207,3,0.002,622,0.398,0.278,0.115,1563,23060,3449,32162,0.6,9.0,7.6,7.0,-10,-15
Barcelona,Spain,"1,792,104",Balanced,City Wide,83.6,0.7,91%,108%,84.3,-14.4,82,EU,,41.38,2.18,61,309,0.238,306,0.212,3,0.002,591,0.409,0.274,0.103,1444,22574,3410,31461,0.6,8.8,6.9,5.5,11,-1
Barcelona,Spain,"1,792,104",Balanced,Best Area,84.3,0.2,91%,108%,84.5,-14.0,82,EU,,41.38,2.18,67,327,0.235,324,0.206,3,0.002,623,0.395,0.28,0.117,1577,23125,3446,32248,0.6,9.0,7.6,6.8,4,-4
Barcelona,Spain,"1,792,104",Destination,City Wide,90.5,0.5,91%,108%,91.0,-14.4,82,EU,,41.38,2.18,61,309,0.238,306,0.212,3,0.002,591,0.41,0.274,0.103,1443,22569,3411,31455,0.6,8.8,6.9,5.5,22,7
Barcelona,Spain,"1,792,104",Destination,Best Area,91.0,0.1,91%,108%,91.1,-14.0,82,EU,,41.38,2.18,67,327,0.234,324,0.205,3,0.002,623,0.394,0.281,0.118,1581,23153,3442,32287,0.6,9.1,7.6,6.7,17,6
Warsaw,Poland,"1,800,190",Infrastructure,City Wide,71.3,7.7,94%,106%,79.2,-8.7,87,EU,,52.23,21.01,55,232,0.305,223,0.236,10,0.01,183,0.194,0.367,0.193,943,10181,3826,13868,1.1,8.9,6.2,4.8,,-12
Warsaw,Poland,"1,800,190",Infrastructure,Best Area,79.0,1.7,94%,106%,80.7,-10.2,87,EU,,52.23,21.01,93,381,0.287,363,0.219,18,0.011,326,0.197,0.373,0.2,1656,16974,6302,23095,1.0,11.6,8.1,7.0,,-7
Warsaw,Poland,"1,800,190",Balanced,City Wide,75.8,8.5,94%,106%,84.5,-8.7,87,EU,,52.23,21.01,55,232,0.306,223,0.236,10,0.01,182,0.193,0.366,0.194,942,10162,3816,13842,1.1,8.9,6.2,4.8,,-12
Warsaw,Poland,"1,800,190",Balanced,Best Area,84.3,1.2,94%,106%,85.5,-10.2,87,EU,,52.23,21.01,93,381,0.286,363,0.219,18,0.011,329,0.198,0.374,0.198,1659,17095,6372,23263,1.0,11.5,8.1,7.0,,3
Warsaw,Poland,"1,800,190",Destination,City Wide,80.0,9.2,94%,106%,89.6,-8.7,87,EU,,52.23,21.01,55,232,0.306,223,0.236,10,0.01,182,0.193,0.366,0.194,942,10145,3804,13818,1.1,8.9,6.2,4.7,,-2
Warsaw,Poland,"1,800,190",Destination,Best Area,89.2,1.2,94%,106%,90.4,-10.2,87,EU,,52.23,21.01,93,381,0.287,363,0.219,18,0.011,329,0.199,0.374,0.198,1658,17122,6385,23299,1.0,11.5,8.1,6.9,,9
Southwark (London),United Kingdom,"307,700",Infrastructure,City Wide,71.9,4.6,90%,109%,78.0,-14.6,93,EU,Yes,51.47,-0.07,41,187,0.204,153,0.16,35,0.036,678,0.711,0.057,0.036,953,18014,6926,23088,0.3,6.2,5.0,4.0,-15,
Southwark (London),United Kingdom,"307,700",Infrastructure,Best Area,76.5,2.0,91%,108%,78.5,-14.7,93,EU,Yes,51.47,-0.07,56,288,0.219,238,0.174,50,0.037,960,0.702,0.052,0.035,1367,26525,10677,34162,0.3,6.9,6.2,5.2,-13,
Southwark (London),United Kingdom,"307,700",Balanced,City Wide,79.5,4.7,90%,109%,85.5,-14.6,93,EU,Yes,51.47,-0.07,41,187,0.204,153,0.16,35,0.036,678,0.711,0.057,0.036,953,18014,6926,23088,0.3,6.2,5.0,4.0,-2,
Southwark (London),United Kingdom,"307,700",Balanced,Best Area,84.2,1.8,91%,108%,86.0,-14.7,93,EU,Yes,51.47,-0.07,56,288,0.219,238,0.174,50,0.037,960,0.702,0.052,0.035,1367,26525,10677,34162,0.3,6.9,6.2,5.2,3,
Southwark (London),United Kingdom,"307,700",Destination,City Wide,86.5,4.7,90%,109%,92.4,-14.6,93,EU,Yes,51.47,-0.07,41,187,0.204,153,0.16,35,0.036,678,0.711,0.057,0.036,953,18014,6926,23088,0.3,6.2,5.0,4.0,12,
Southwark (London),United Kingdom,"307,700",Destination,Best Area,91.2,1.8,91%,108%,93.0,-14.7,93,EU,Yes,51.47,-0.07,56,288,0.219,238,0.174,50,0.037,960,0.702,0.052,0.035,1367,26525,10677,34162,0.3,6.9,6.2,5.2,18,
Munster,Germany,"346,490",Infrastructure,City Wide,85.9,3.5,106%,94%,89.8,9.5,83,EU,,51.96,7.63,156,608,0.389,598,0.309,11,0.006,436,0.225,0.267,0.193,1936,3660,1327,5097,0.6,14.3,13.2,12.1,13,-6
Munster,Germany,"346,490",Infrastructure,Best Area,89.4,0.9,106%,93%,90.3,11.1,83,EU,,51.96,7.63,205,717,0.37,704,0.289,13,0.005,523,0.215,0.287,0.203,2432,4082,1405,5670,0.6,16.2,15.4,14.2,13,-5
Munster,Germany,"346,490",Balanced,City Wide,81.3,2.7,106%,94%,84.3,9.5,83,EU,,51.96,7.63,156,608,0.389,598,0.309,11,0.006,436,0.225,0.267,0.193,1936,3661,1327,5098,0.6,14.3,13.2,12.1,4,-10
Munster,Germany,"346,490",Balanced,Best Area,84.0,0.7,106%,93%,84.7,11.1,83,EU,,51.96,7.63,205,717,0.37,704,0.29,13,0.005,524,0.216,0.287,0.203,2432,4084,1406,5674,0.6,16.2,15.4,14.2,2,-12
Munster,Germany,"346,490",Destination,City Wide,76.4,1.9,106%,94%,78.5,9.5,83,EU,,51.96,7.63,156,608,0.389,598,0.309,11,0.006,436,0.225,0.267,0.193,1935,3663,1329,5101,0.6,14.3,13.2,12.1,-15,-27
Munster,Germany,"346,490",Destination,Best Area,78.3,0.5,106%,93%,78.8,11.1,83,EU,,51.96,7.63,203,715,0.371,703,0.291,13,0.005,524,0.217,0.286,0.201,2416,4094,1409,5688,0.6,16.3,15.5,14.3,-30,-38
